Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,26.614365,28.053053,26.251753,28.045795,28.045795,1352374272
2014-01-01,27.914413,29.693193,27.083834,29.553804,29.553804,2178287532
2014-02-01,29.509510,30.752752,28.228729,30.421673,30.421673,1620230148
2014-03-01,30.198950,30.705456,27.580080,27.890640,27.890640,1744505748
2014-04-01,28.034784,29.415001,25.549999,26.743999,26.743999,1421285316
2014-05-01,26.712500,28.882999,25.554501,28.582500,28.582500,829136000
2014-06-01,28.487499,29.480000,27.373501,29.233500,29.233500,789784000
2014-07-01,29.382500,30.445499,28.605000,28.977501,28.977501,771666000
2014-08-01,28.927500,29.890499,28.372499,29.118000,29.118000,581574000
2014-09-01,29.147499,30.270000,28.850500,29.420500,29.420500,708502000
2014-10-01,29.340000,29.620001,25.920500,28.393499,28.393499,1109632000
2014-11-01,28.176500,28.357500,26.959499,27.454000,27.454000,595410000
2014-12-01,27.254499,27.439501,24.859501,26.533001,26.533001,1088686000
2015-01-01,26.629999,27.270500,24.545500,26.877501,26.877501,1056926000
2015-02-01,26.716000,28.471001,26.086000,28.131500,28.131500,808386000
2015-03-01,28.350000,29.160000,27.516500,27.735001,27.735001,864144000
2015-04-01,27.741501,29.235001,26.450001,27.438499,27.438499,874900000
2015-05-01,27.525499,27.912001,26.612000,27.266001,27.266001,648434000
2015-06-01,27.436501,28.280500,26.942499,27.002001,27.002001,704328000
2015-07-01,27.183001,35.666500,26.988001,32.875000,32.875000,1370858000
2015-08-01,32.882999,35.200001,29.654499,32.390999,32.390999,1106942000
2015-09-01,31.690500,34.099499,30.892000,31.918501,31.918501,871504000
2015-10-01,31.896999,37.625000,31.556000,36.869499,36.869499,1005286000
2015-11-01,36.726501,39.145000,36.572498,38.142502,38.142502,751482000
2015-12-01,38.347000,39.934502,36.813000,38.900501,38.900501,872694000
2016-01-01,38.110001,38.459999,34.389000,38.067501,38.067501,1039984000
2016-02-01,38.563000,40.517502,34.100498,35.861000,35.861000,1352946000
2016-03-01,36.064999,38.865501,35.200001,38.145000,38.145000,853314000
2016-04-01,37.858002,39.547501,35.160000,35.394001,35.394001,933228000
2016-05-01,35.596001,37.674000,35.202499,37.442501,37.442501,682046000
2016-06-01,37.423500,37.568501,33.632999,35.176498,35.176498,839330000
2016-07-01,35.255001,40.196999,34.950001,39.567001,39.567001,653244000
2016-08-01,39.333500,40.694000,39.251999,39.492500,39.492500,577080000
2016-09-01,39.598999,40.952999,39.174999,40.202999,40.202999,630896000
2016-10-01,40.127499,41.950001,39.811501,40.494999,40.494999,707820000
2016-11-01,40.543499,40.801998,37.179501,38.793999,38.793999,967068000
2016-12-01,38.927502,41.215000,37.667999,39.622501,39.622501,687126000
2017-01-01,40.030998,43.349998,39.844501,41.009499,41.009499,736654000
2017-02-01,41.200001,42.689499,40.602501,42.246498,42.246498,529816000
2017-03-01,42.569000,43.721001,41.215000,42.389999,42.389999,691002000
2017-04-01,42.437500,46.794998,41.730000,46.226002,46.226002,574432000
2017-05-01,46.207500,49.980000,46.040001,49.354500,49.354500,707186000
2017-06-01,49.548000,50.430500,46.480000,46.484001,46.484001,881706000
2017-07-01,46.660999,50.309502,45.765499,47.275002,47.275002,838172000
2017-08-01,47.390499,47.860001,45.930000,47.762001,47.762001,656924000
2017-09-01,47.873501,48.790501,46.225498,48.686001,48.686001,592524000
2017-10-01,48.782501,53.181000,48.097500,51.652000,51.652000,737076000
2017-11-01,51.816002,54.000000,51.432999,51.808498,51.808498,573720000
2017-12-01,51.520500,54.324501,50.116001,52.669998,52.669998,598810000
2018-01-01,52.651001,59.900002,52.651001,59.111000,59.111000,657748000
2018-02-01,58.799500,59.372501,49.849998,55.195999,55.195999,1026814000
2018-03-01,55.477001,58.908001,49.200001,51.856998,51.856998,1042336000
2018-04-01,51.381001,54.875500,49.712502,50.929001,50.929001,984928000
2018-05-01,50.814999,55.907501,50.394501,55.000000,55.000000,740734000
2018-06-01,55.643501,60.074501,55.303501,56.459499,56.459499,803684000
2018-07-01,55.767502,64.571999,55.330002,61.361000,61.361000,835654000
2018-08-01,61.955502,63.598000,60.200001,61.590000,61.590000,685718000
2018-09-01,61.125999,61.393501,57.575001,60.354000,60.354000,718518000
2018-10-01,60.650002,61.226002,50.360001,54.528999,54.528999,1130942000
2018-11-01,54.570000,55.496498,50.110500,55.482498,55.482498,786236000
2018-12-01,56.608002,56.750000,48.882999,52.248001,52.248001,857436000
2019-01-01,51.360001,56.383499,51.118500,56.294498,56.294498,697168000
2019-02-01,56.114498,57.700001,54.679501,56.327499,56.327499,652174000
2019-03-01,56.549999,61.821999,56.509998,58.844501,58.844501,663738000
2019-04-01,59.376999,64.848503,59.150002,59.948002,59.948002,647446000
2019-05-01,59.875000,59.962502,55.167500,55.325001,55.325001,742726000
2019-06-01,53.346500,56.328499,51.351501,54.139999,54.139999,712452000
2019-07-01,55.051998,63.419498,54.766499,60.910000,60.910000,715104000
2019-08-01,60.881500,61.814999,57.137501,59.526501,59.526501,586310000
2019-09-01,59.092499,62.401001,58.185501,61.056999,61.056999,517072000
2019-10-01,61.124500,64.961998,58.157001,62.939999,62.939999,603634000
2019-11-01,63.290001,66.695999,62.985500,65.204498,65.204498,528780000
2019-12-01,65.127998,68.352501,63.852501,66.969498,66.969498,559106000
2020-01-01,67.420502,75.028999,67.324501,71.639000,71.639000,673594000
2020-02-01,73.082497,76.537003,63.410500,66.962502,66.962502,830656000
2020-03-01,67.569504,70.409500,50.443501,58.097500,58.097500,1570716000
2020-04-01,56.200001,68.007500,53.754002,67.334999,67.334999,1124224000
2020-05-01,66.204498,72.255501,64.800499,71.676003,71.676003,725130000
2020-06-01,71.285004,73.789497,67.582497,70.902496,70.902496,814160000
2020-07-01,70.958504,79.352501,70.709000,74.397499,74.397499,822998000
2020-08-01,74.550003,82.639503,73.201500,81.476501,81.476501,614564000
2020-09-01,81.608002,86.305000,70.107498,73.279999,73.279999,836634000
2020-10-01,74.182999,84.066002,71.661499,80.805496,80.805496,854920000
2020-11-01,81.177002,90.844498,80.605499,87.720001,87.720001,631912000
2020-12-01,88.333000,92.191498,84.699997,87.632004,87.632004,608630000
2021-01-01,88.000000,96.603996,84.805000,91.367996,91.367996,791662000
2021-02-01,92.229500,107.257004,92.229500,101.095497,101.095497,678324000
2021-03-01,102.400002,105.686996,99.699997,103.125999,103.125999,756694000
2021-04-01,104.612503,121.569000,104.571503,117.675003,117.675003,702352000
2021-05-01,118.245499,119.452499,109.681000,117.842499,117.842499,603480000
2021-06-01,118.722000,123.095497,116.475998,122.089500,122.089500,544936000
